Target URL,Blended Score
http://www.susansheehangallery.com/large_images/46f54aea2eaf3/Daffodil-P.jpg,6.1
http://www.susansheehangallery.com/large_images/470d1a0ce99eb/Nauman-Raw-War-p.jpg,6.1
http://www.susansheehangallery.com/large_images/477d3caaf1592/Lichtenstein.jpg,97.6
http://www.susansheehangallery.com/large_images/47cd98a429cac/bull-series-group.jpg,16881139.0
http://www.susansheehangallery.com/large_images/48aae542aed19/Hand-w-Flowers-XX-39.43-p.jpg,6.1
http://www.susansheehangallery.com/recentacquisitions.php,340.2
http://www.susansheehangallery.com/recentacquisitionsdetail.php?id=11168,307.2
http://www.susansheehangallery.com/recentacquisitionsdetail.php?id=11845,8.2
https://susansheehangallery.com/,575000.8
https://www.susansheehangallery.com/,3755522496.0
https://www.susansheehangallery.com/artists/brice-marden,25.6
https://www.susansheehangallery.com/artists/brice-marden/biography,1.6
https://www.susansheehangallery.com/artists/david-hockney/biography,0.1
https://www.susansheehangallery.com/artists/robert-mapplethorpe/biography,0.3
https://www.susansheehangallery.com/artists/sol-lewitt/biography,1.6
https://www.susansheehangallery.com/artistworksdetail.php?id=10073&artist=Andy_Warhol,572.0
https://www.susansheehangallery.com/artworks/andy-warhol70,1124.8
https://www.susansheehangallery.com/artworks/ellsworth-kelly160,0.6000000000000001
https://www.susansheehangallery.com/artworks/vija-celmins,1.6
https://www.susansheehangallery.com/artworks/willem-de-kooning,0.1
https://www.susansheehangallery.com/content.php?mode=exhibitions&id=19,7.2
https://www.susansheehangallery.com/media/cache/resolve/enlarge/5c7ee9d8a5aa2c0e498b4567/ea1dfe8092163332a9b23087da4467d6.jpg,0.1
https://www.susansheehangallery.com/publications/ellsworth-kelly-monumental-prints,0.6000000000000001
https://www.susansheehangallery.com/publications/ellsworth-kelly-posters-1951-2001,0.6000000000000001
